,Title,Company,Talking,Cleaning,Food,Building,Organizing,Computers,Numbers,Translating,Machinery,Description,Wage,Link
78,Business Development Rep...,Field Nation,X,,X,,X,X,,,,Why is this role important to Field Nation? The Business Development Representative (BDR) will be the liaison between our Marketing and Sales teams. The BDR will play a critical role in developing leads from marketing campaigns and seeking new business opportunities by contacting and developing r...,~$30,https://www.jobshq.com/job/3805758/business-development-representative/
79,Project Coordinator,Creative Circle,,,,,X,,,,,"Our retail manufacturing client is looking for a Project Coordinator! This role is: - Fully remote (can sit anywhere in the US) - 40 hours/week - 4-6 Weeks In this role, you will: - Manage a variety of product development projects in the consumer packaged goods / beauty industry - this client has...",~$27,https://www.jobshq.com/job/3803380/project-coordinator/
80,Store Manager,LIDS,X,,,,,,,,X,"General Description Generate Sales - Produce sales gains, by providing customer service. - Meet or Exceed Company Objectives in all measurable areas of the business. - Provide consistent assessment of each associate’s sales performance and work within the store to give feedback on areas of streng...",~$18,https://www.prodivnet.com/job/store-manager-st-cloud-minnesota-5065294
81,Door Production Worker,Peopleready,,,,,X,,,,X,"NOW HIRING – APPLY TODAY! A production worker is responsible for assembling and checking product parts, ensuring that all machinery runs smoothly, and assisting in the shipment of items. Production Associates perform a variety tasks to strive for their main goal of ensuring that manufactured prod...",$15,https://jobs.thejobnetwork.com/job/459824054/production-worker-job-in-saint-cloud-mn
82,TIRE PRODUCTION,Peopleready,,,,,,,,,,"PeopleReady is now hiring for Tire Production Worker. Removing old tread from large tires, adding new tread, removing tires from chambers while visually inspecting tread for quality. Pay Rate for this Job is $15/Hour Responsibilities: - Buffing the tire and preparing the rubber for retreading. - ...",$15,https://jobs.thejobnetwork.com/job/459823641/production-worker-job-in-saint-cloud-mn
83,Wastewater Operations Te...,TRAUT COMPANIES,,,,,,,,,,"Job Description Job Duties - Troubleshoot, repair, sell and install water pumping and water treatment equipment - Ability to educate customers in the proper use of water treatment equipment - Work efficiently to complete job while following company safety policies - Effectively complete all paper...",~$29,https://jobs.thejobnetwork.com/job/459777866/wastewater-operations-technician-job-in-saint-cloud-mn
84,Diesel Mechanic in Saint...,Energy Jobline,,,,,,,,,,"We are looking for a Diesel Mechanic Energy Jobline would like to introduce the role of Diesel Mechanic based in Saint Cloud, MN, USA. If you think you are a suitable match for this role, please hit the apply button for more details. Diesel Mechanic If you're going to wear a team name on your wor...",~$25,https://www.energyjobline.com/job/diesel-mechanic-saint-cloud-mn-usa-3753847
85,LPN or CMA (CentraCare M...,CentraCare Health,,,,,,,,,,This LPN or CMA will provide care to patients in the Orthopedic Clinic setting and will assist with coordination of care under the direction of the Registered Nurse and provider. This position functions as a vital team member in providing patient/family centered care and supports Our Service Prom...,~$23,https://elyb.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/requisitions/preview/204518
86,XPO Logistics Truck Driv...,XPO Logistics,,,,,,,,,,"Job Description Job DescriptionEligible participants who are hired while the program is in effect will receive a $2,500sign-on bonus, subject to repayment if the by Jobble",~$30,https://www.snagajob.com/jobs/623742924
87,Residential Supervisor/C...,Bridges MN,X,,,,X,,,,,"Residential Supervisor/CNA Department: Central Location: St. Cloud, MN START YOUR APPLICATION Job Description Overview: Bridges MN is hiring Direct Care Staff to oversee the day to day operations of our adult sites in St. Cloud, MN which serves individuals with disabilities. Purpose Statement: Th...",$18,https://de.jobsyn.org/3737ea37f9fb4dc6b100da5b94f0dea91387
88,Industrial welder,Talent Corps,,,,,,,,,,"Job Description Job Description Talent Corps is NOW HIRING Industrial Welders for an upcoming project in Benson, MN. Travelers are welcome to apply - per diem is available! Projected Start Date: ASAP Project Duration : 6+ months Pay: Based on experience! Requirements: - 1-3+ years experience or t...",~$18,https://www.snagajob.com/jobs/623625988
89,Company Drivers Needed -...,MercTrucking,,,,,,,,,X,"Job Description Job Description: Company Drivers Needed - CDL-A OTR Dedicated and Local, Home Weekly Why would you drive for MercTrucking? Well, here are a few reasons: Pay: We offer an incredibly aggressive payplan for top notch, experienced drivers. To those that qualify, you can make between $...",$38,https://www.snagajob.com/jobs/623500849
90,Home Delivery Driver,"Coborn's, Incorporated",,,,,X,,,,X,"Description At Coborn's, Inc. we go all out to""Be Remarkable"".Our culture celebrates employee ideas and encourages creative innovations. We're growing, learning, and overflowing with energy. In a dynamic atmosphere that welcomes diversity, we are investing in our employees, along with the growth ...",~$14,https://de.jobsyn.org/8c603a4e23274541a4aa2e175d1c0ea41387
91,Field Installation Techn...,Energy Jobline,,,,,,,,,,"We are looking for a Field Installation Technician Energy Jobline would like to introduce the role of Field Installation Technician based in Saint Cloud, MN, USA. If you think you are a suitable match for this role, please hit the apply button for more details. The Gig... The Installation Technic...",~$25,https://www.energyjobline.com/job/field-installation-technician-saint-cloud-mn-usa-3684305
92,Auto Technician Mechanic...,__?__,,,,,,,,,,"APPLY ONLINE: www.pamsauto.com Starting Salary: $22 per hour The successful candidate will be responsible for full dismantle of late model vehicles in a fast paced work environment. Full dismantle includes removal of all drive train, front and rear suspension, doors, fenders, bumpers, seats, dash...",$22,https://stcloud.craigslist.org/lab/d/waite-park-auto-technician-mechanic/7315034690.html
93,Night Owls WANTED!! Earn...,__?__,,,,,,,,,,Night Owls WANTED!! Earn up to $2400 a MONTH!! $300 Sign on Bonus Available!! Early Morning Routes are NOW AVAILABLE!! Start IMMEDIATELY!! Deliver the St. Cloud Times 3- 5 hours a day!! Delivery is 7 days a week. Papers can be picked up as early as 2 am. Delivery deadline is 6:30 am Monday - Frid...,$14,https://stcloud.craigslist.org/lab/d/saint-cloud-night-owls-wanted-earn-up/7314999054.html
94,Local Dump/belly Truck D...,__?__,,,,,,,,,,Looking for an experienced driver to drive our dump truck or driver to pull belly dump. Must have a clean driving record. Most work is local. Must pass DOT drug testing. Also looking for a f/pt truck/trailer mechanic. Call Steve 320-360-6221.,~$24,https://stcloud.craigslist.org/trp/d/pierz-local-dump-belly-truck-driver/7314776877.html
95,CDL-A TEAM TRUCK DRIVERS...,__?__,,,,,,,,,X,"OPEN POSITION AVAILABLE RIGHT NOW FOR TEAM DRIVERS! WE OFFER: ➔ 0.80 c/mile ➔ All miles paid ➔ Sign On Bonus $10,000 ($5,000 Each Driver) ➔ UPS Freight ➔ Referral BONUSES ➔ 1099 pay ➔ Running all 48 states ➔ Pet policy ➔ Direct Deposit every week WE REQUIRE: ♦ Minimum 1 year of OTR (over the road...",~$29,https://stcloud.craigslist.org/trp/d/des-plaines-cdl-team-truck-drivers-sign/7315054698.html
96,Auto Parts Sales - $22 p...,__?__,X,,,,X,X,,,,"Apply online: www.pamsauto.com The successful candidate will be responsible for inside sales in a fast paced work environment. These sales are captured multiple ways. Examples of these are: retail customers, various electronic selling platforms, body shops, insurance companies, and mechanical sho...",$22,https://stcloud.craigslist.org/sls/d/waite-park-auto-parts-sales-22-per-hour/7315031294.html
97,CDL Class A Driver,__?__,,,,,X,,,,,"VDV Express is family owned trucking company that has been in business for 10 years. Integrity, Respect, Teamwork, Commitment to Excellence, Safety, Customer Driven and Employee Focused. VDV Express is expanding our business and looking for responsible OTR CDL class A drivers: - 2+ years of exper...",~$32,https://stcloud.craigslist.org/trp/d/saint-cloud-cdl-class-driver/7315058877.html
98,CDL A Delivery Truck Dri...,Sysco Western Minnesota,X,X,X,,,,,,X,"Company: US0332 Sysco Western Minnesota, Inc. Zip Code: 56304 Minimum Years of Experience: Employment Type: Full Time Travel Percentage: Job Summary: Sysco has immediate job openings for dependable CDL A Delivery Truck Driver Trainees to safely operate a tractor-trailer and may be required to unl...",~$24,https://www.jobspider.com/job/view-job-10449328.html
99,Customer Service Represe...,Aramark,X,,,,X,X,X,,X,"Description Overview: Customer Service Representative (CSR) Driver Builds solid, positive working relationships with customers and is highly motivated to exceed their expectations and requirements. AUS operates in a very competitive environment and successful Customer Service Representative Drive...",~$26,https://de.jobsyn.org/b91260f899994a93a7a3b069acbcbd661387
100,"LEAD, HOUSEKEEPER (FULL-...",CROTHALL HEALTHCARE,,X,,,,,,,,"- We are now hiring for a full-time LEAD HOUSEKEEPER position. - Location : CentraCare Health Plaza- 1900 CentraCare Circle, Saint Cloud, MN 56303. Note: online applications accepted only . - Schedule : Monday through Friday, 5 PM- 1:30 AM. - Requirement : Housekeeping experience. We Make Applyin...",~$17,https://jobs.compassgroupcareers.com/job/SAINT-CLOUD-LEAD%2C-HOUSEKEEPER-%28FULL-TIME%29-MN-56303/739260700/
101,Lead Housekeeper full-ti...,Compass Group,,X,,,,,,,,"Job Description Posted Date: Apr 30, 2021 - We are now hiring for a full-time LEAD HOUSEKEEPER position. - Location : CentraCare Health Plaza- 1900 CentraCare Circle, Saint Cloud, MN 56303. Note: online applications accepted only . - Schedule : Monday through Friday, 5 PM- 1:30 AM. - Requirement ...",~$17,https://www.snagajob.com/jobs/623505041
102,Store Manager In Trainin...,CVS Health Corporation,,,,,,,,,,Req#: 1612269BR Job Description The Store Manager In Training (SMIT) job is a development focused role that is crafted to prepare you for a CVS Store Manager position. The SMIT program is designed to enhance your career as a future store leader. We support your development towards the store manag...,~$24,https://jobs.cvshealth.com/ShowJob/JobId/1127032
103,DOCUMENT SERVICES/HOSPIT...,CentraCare Health,,,,,X,,,,,"Full-time 80hrs/pp; Mon-Fri 8:00a-4:30p JOB SUMMARY: Responsible for the daily operation of mail handling, outbound shipping, duplication and finishing operations. Sorts and distributes incoming postal and inter office mail. Posts outgoing mail and prepares and ships outbound packages. Supports a...",$13,https://elyb.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/requisitions/preview/204504
104,Account Executive-St Clo...,Mspark,X,,,,,,,,,"At Mspark, our purpose is to provide businesses the right marketing solutions that position them to optimize, capture, retain and grow their business. Our Local sales teams are committed to this purpose. Are you interested in an opportunity to expand your sales career and grow your earnings? Then...",~$30,https://www.careerbuilder.com/job/J3M7VS5WYJRWDF3DYW8
105,Customer Service Represe...,"Ameripride Services, Inc.",X,,,,X,X,X,,X,"Job Details Description Overview: Customer Service Representative (CSR) Driver Builds solid, positive working relationships with customers and is highly motivated to exceed their expectations and requirements. AUS operates in a very competitive environment and successful Customer Service Represen...",~$26,https://recruiting2.ultipro.com/AME1074APRDE/JobBoard/50c41e00-d226-4b56-b9ba-793fc54e6dbd/OpportunityDetail?opportunityId=e26eda4b-fd98-4c21-b263-f188a568052c
